model,params_B,family,prompt_id,angle,self_bleu,rouge_l,jaccard,tfidf_cosine,unique_ngram_ratio,embedding_cosine,semantic_entropy,vendi_score,template_adherence,response_length_cv,key_point_consistency,confidence_consistency,timeline_consistency,stochasticity_index
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P01,General overview,0.48941643885892505,0.32950369173502003,0.3050726259017395,0.4051382642069937,0.7220361687876758,0.8647463561345572,0.1316531837404644,0.05515990390409816,0.95,0.32041903496382834,0.10467351379345946,0.8421052631578947,0.75,0.3732932977283827
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P02,Medical diagnostics,0.47987413955499025,0.3613322151229226,0.3211116515183761,0.3463050317087705,0.7181548878544224,0.8895748128049688,-0.0,0.04266637425212241,0.95,0.22715272723206806,0.13689078566475688,0.8421052631578947,1.0,0.3326748434011793
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P03,Drug discovery,0.45904949945432855,0.30757900779111425,0.30500074880012307,0.43174768452334505,0.7306682229355121,0.8932904629623597,0.06626601619188213,0.04266315129928101,0.95,0.16829692452689338,0.16562830286341246,0.8421052631578947,1.0,0.338780735993497
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P04,Patient data privacy,0.48825588113336027,0.3810081543326051,0.34422188123556624,0.390511691551519,0.7014453477868112,0.8982956452347449,0.10851536242448849,0.03849750773329717,0.95,0.2624346978067015,0.17485455001543665,0.7894736842105263,1.0,0.3410935705420342
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P05,Rural healthcare access,0.5077512465013164,0.3999545153720079,0.3454319468584681,0.3586607365285892,0.6887052341597796,0.8944393048081091,0.1316531837404644,0.041070094913447965,1.0,0.21485452487487744,0.17493923470422792,0.7,1.0,0.34154508352964075
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P06,Mental health,0.5370101598429362,0.3867690487598377,0.33873603428085225,0.3731622889207543,0.6628710858072387,0.9009420157495538,-0.0,0.039427744117769094,1.0,0.21822656111139968,0.1762845561166267,0.75,0.6666666666666666,0.32858487237485273
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P07,Cost reduction,0.49255749040173935,0.3370052973921725,0.31337339134441944,0.40085657956273085,0.708602516150969,0.8838071257501203,0.17297480740342058,0.04519435430406992,1.0,0.2753452641475655,0.11618703253185453,0.75,1.0,0.36201428003502995
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P08,Robotic surgery,0.45744080348207206,0.3191057675848177,0.30116499938821006,0.3568766489057608,0.7429643527204502,0.907421998626604,-0.0,0.035970800262704244,0.85,0.24485363467761895,0.09163984390936303,0.7058823529411765,0.6666666666666666,0.36539366891421793
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P09,Personalized medicine,0.48554749173108086,0.3572467908240917,0.31389408053847,0.3693036993931726,0.7313008130081301,0.897407903535199,-0.0,0.04031191367668938,1.0,0.30450073543880124,0.2030051277502851,0.8,1.0,0.3300086317434093
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P10,Electronic health records,0.5106411938375224,0.369222982817284,0.3451960691021469,0.4234749345119547,0.698463737048946,0.9093468982512745,-0.0,0.03493083047256828,0.95,0.22087252908730753,0.14311862968403471,0.8947368421052632,0.5,0.33483028783057456
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P11,Clinical trials,0.4770388113468482,0.3464688785996857,0.310908347251263,0.41618887228855317,0.7286096256684492,0.8966614842561238,-0.0,0.040233354763592036,1.0,0.19504889695482536,0.13294761103110336,0.95,0.0,0.3609328429037122
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P12,Ethics,0.4359836994734952,0.29709441225124417,0.28986360502691655,0.36426888642068844,0.7446043165467626,0.8997330546872824,-0.0,0.03974014962429762,0.95,0.23128737056131257,0.16007974652684515,0.8421052631578947,0.7142857142857143,0.35299708777756783
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P13,Medical imaging,0.49997957908507473,0.35069807268098685,0.3072649821344534,0.32805118595522925,0.7130476649013,0.8785493929162201,0.18771208281295484,0.04629951203483466,1.0,0.28513429699260195,0.32594303680206377,0.65,0.75,0.3687793294746927
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P14,Elderly care,0.5582060463669165,0.3903597796949964,0.3375640638719067,0.3773974333107776,0.6671315667131567,0.8965632143179011,0.06626601619188213,0.03881502552974581,1.0,0.2781109344499056,0.5506146980562708,0.8,0.5,0.31863733298724267
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P15,Pandemic response,0.4209904321936421,0.28375070881142994,0.2860657503488014,0.4093940383182017,0.7588489208633094,0.8791420551874094,-0.0,0.049625609415729265,0.95,0.16863538430772923,0.19913799658993336,0.8947368421052632,0.8,0.3448156648442383
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P16,Medical education,0.4907725582336996,0.35383305367481527,0.3345202367376935,0.427170424265095,0.7012719147473359,0.908364080751771,-0.0,0.035783849763473756,0.95,0.2848913631314125,0.1462725953001424,0.9473684210526315,0.6,0.33639570791072076
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P17,Billing and insurance,0.5008319097450178,0.3748089903698159,0.321862093551961,0.40335579136996236,0.7176895306859206,0.8943420179817511,0.06626601619188213,0.040445364862193654,1.0,0.2775373230059125,0.15396837803000366,0.9,1.0,0.3315891640611203
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P18,Rare diseases,0.5222185373801957,0.3407620408096872,0.32915905433065656,0.39434057300667036,0.6835087719298245,0.8924861910325969,-0.0,0.04327642502759357,1.0,0.21575679416134924,0.15407360488214653,0.9,1.0,0.31743720256686214
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P19,Preventive care,0.6234889920938793,0.48936595275990885,0.3702679367902731,0.3921593672021846,0.5941658137154555,0.9343706431041937,-0.0,0.025485135034153523,1.0,0.22476404934586028,0.680592828856602,0.95,0.0,0.2831085852478216
Qwen/Qwen2.5-0.5B-Instruct,0.5,qwen2.5,P20,Regulatory challenges,0.41834660270552915,0.31108433239049343,0.29482377351039546,0.4121519889018558,0.7631144836687562,0.8906564597512296,0.06626601619188213,0.04316290120664079,0.9,0.2436293204584706,0.12127931322174924,0.8888888888888888,0.75,0.3648960830785169
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P01,General overview,0.5209188780844946,0.38611204582337716,0.3373921605572738,0.3891683474333594,0.695321414986687,0.9005083875927168,-0.0,0.03778396148771239,1.0,0.1984052956253133,0.19934449007323968,1.0,0.5555555555555556,0.32237135456348537
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P02,Medical diagnostics,0.5235725940368103,0.3791621373750495,0.33701514866462745,0.3343662729516261,0.6871358135365307,0.909481664820247,-0.0,0.0339802662771596,0.95,0.09359040928696422,0.2076288756327993,1.0,0.631578947368421,0.3172483329874751
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P03,Drug discovery,0.5031299279102199,0.35922856974226497,0.3296536216330813,0.38768030413311194,0.7095797046573268,0.9229847348235661,-0.0,0.029078669405814998,1.0,0.1385220781007736,0.21306481965092094,1.0,0.75,0.3117608181310651
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P04,Patient data privacy,0.500952467053281,0.3646672003269119,0.34246951850567836,0.3561933026910928,0.7147587511825922,0.9175368159098825,-0.0,0.03192263820826286,1.0,0.17093919253841336,0.2259398371818736,0.95,0.55,0.32509132620508857
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P05,Rural healthcare access,0.46142274653003684,0.3573123960603009,0.3172431965338285,0.34794879796132955,0.7400487408610885,0.8822488741597445,0.14110376001808378,0.046098159090976275,1.0,0.17725183296096972,0.1668185761505703,1.0,0.55,0.3625750557503247
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P06,Mental health,0.5441354473662023,0.4172110618915449,0.34841261344418806,0.42131599422273236,0.6520076481835564,0.9165629372413994,-0.0,0.03295689788388144,1.0,0.10252470640581803,0.2687700015927236,1.0,0.6,0.2975746697768282
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P07,Cost reduction,0.547188291957964,0.3969683704124103,0.3504609893978714,0.3894401481868918,0.6555469356089992,0.8937275066011717,0.10851536242448849,0.04008662175525844,1.0,0.17328364155875117,0.22031816173454138,1.0,0.7,0.324521381239893
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P08,Robotic surgery,0.43728307411980205,0.3336631768477055,0.3295763527477215,0.35428663495896034,0.7536293766011956,0.9333887229097914,-0.0,0.025744615911942957,1.0,0.1472065884494878,0.18313643289552003,0.95,0.5,0.33797035797709757
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P09,Personalized medicine,0.5138113689873982,0.37840778639794054,0.3739667691844819,0.40415437995052794,0.6932084309133489,0.9181124277651029,-0.0,0.031309327150833684,1.0,0.1603236733293153,0.229241295390238,1.0,0.5789473684210527,0.3119102576645128
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P10,Electronic health records,0.48867778951721624,0.3418327744993932,0.33139194433864716,0.39316531926032783,0.7198806415516599,0.9016426770409548,-0.0,0.03764183865130944,1.0,0.13939055616343943,0.2011591711619632,1.0,0.6,0.32490997672266697
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P11,Clinical trials,0.5167031840043312,0.3869070185983225,0.3334997307210775,0.3971837489054653,0.7030643072939146,0.9131207914206102,-0.0,0.032630745606133216,1.0,0.15389844550781787,0.22802208484956393,1.0,0.5,0.31834343228367845
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P12,Ethics,0.45537507705857116,0.33779428330205313,0.329708093319467,0.39487256031421636,0.74762072611914,0.9055959957003368,-0.0,0.03580531802277488,1.0,0.16198451859713967,0.20220790840706354,0.7,0.4,0.3505728700271488
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P13,Medical imaging,0.4929480949808843,0.365069559159172,0.33352091154606234,0.38141615118255573,0.7127583749109052,0.902069181486779,0.06626601619188213,0.03844286751650708,1.0,0.1833036319557926,0.1843664596272922,1.0,0.7,0.33272040326917646
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P14,Elderly care,0.5674304696054298,0.40800422435207623,0.3623952810139207,0.3907763933663918,0.6579173838209983,0.9176884340910713,-0.0,0.031423272358103625,1.0,0.12624903299216286,0.22360530226745734,1.0,0.7,0.2977327530414085
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P15,Pandemic response,0.52036807841223,0.3953264535596987,0.32379191142587466,0.37989294224919623,0.6877534468775345,0.924415228093348,-0.0,0.029809352858945055,1.0,0.12309209914270919,0.1939307351614694,1.0,0.85,0.3033282908625753
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P16,Medical education,0.5148892573783893,0.3936278400358318,0.3647946376319987,0.37375209733373854,0.6929824561403509,0.8967179948162312,-0.0,0.03894821166666211,1.0,0.10913424600804429,0.19414495099936205,1.0,0.7,0.3112182683979562
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P17,Billing and insurance,0.5440341941936002,0.3869855327738302,0.3613371835221956,0.42968323918615525,0.6761658031088082,0.9134633676852837,-0.0,0.03265062497229154,1.0,0.09913612222954414,0.25321792492351314,1.0,0.5,0.30494696948871125
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P18,Rare diseases,0.6102392873151661,0.4138714870604862,0.3742669477491396,0.45458264826346506,0.600353982300885,0.9163889285900968,-0.0,0.03265164588855116,1.0,0.10459362386373841,0.31176198127220434,1.0,0.65,0.27961535159861994
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P19,Preventive care,0.6060064561304597,0.42341262877757263,0.34404648082410955,0.3982507756970809,0.6153528683450268,0.9223197361573479,-0.0,0.029494230643667033,1.0,0.10947878921016872,0.2595747508897756,1.0,0.6,0.29100272906132707
Qwen/Qwen2.5-1.5B-Instruct,1.5,qwen2.5,P20,Regulatory challenges,0.5112594062315947,0.38434130619191603,0.36004266914885863,0.40334728668139386,0.6928213689482471,0.9231252988717759,-0.0,0.029699244496519256,1.0,0.15596703674035867,0.20685773271270286,0.9,0.65,0.31440339592035305
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P01,General overview,0.580628282221354,0.3702533684437012,0.3262304465528657,0.4997015802878463,0.6450996450996451,0.8905487453326878,0.06626601619188213,0.04359744078562983,1.0,0.08197094532468438,0.22659156455508855,0.85,0.55,0.3172472869465485
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P02,Medical diagnostics,0.6125372626571597,0.38228841594082186,0.37707116011118486,0.48835322971935413,0.6102228047182175,0.9175366580326053,-0.0,0.032235539649147826,1.0,0.09005013515592254,0.27501365775971737,0.95,1.0,0.26936584047396867
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P03,Drug discovery,0.588946792056505,0.3815314540783762,0.3665084256768924,0.5373569159467765,0.6235468711352956,0.9150504279082649,-0.0,0.032185763201911216,1.0,0.07396960106562747,0.2668879812096108,0.6,0.95,0.2856581164616516
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P04,Patient data privacy,0.6230664350865031,0.38544962671598276,0.3696008565481973,0.5279823672027137,0.5958369470945359,0.9246346856827045,-0.0,0.029905589395868473,1.0,0.08362688772333647,0.24117050057965056,0.9,0.6,0.2839884829267211
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P05,Rural healthcare access,0.6360615317776337,0.4268970275270638,0.3905593141692489,0.5585153383164569,0.5788762830902215,0.9174211352455987,-0.0,0.032090318397183855,1.0,0.11132150884229461,0.28114448434701245,1.0,1.0,0.2548683453370765
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P06,Mental health,0.64071144294737,0.4261644427985386,0.3900711620322776,0.5387302127996376,0.5744908896034298,0.9189723197133737,-0.0,0.03224359767365098,1.0,0.08037906474221311,0.2845020179645957,1.0,1.0,0.2533994325520887
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P07,Cost reduction,0.6374478231763614,0.4081780508269428,0.3802578250893906,0.5170895052695558,0.5857534246575342,0.9256512934952232,-0.0,0.029055178620805006,1.0,0.07958093416243937,0.26584003854909416,1.0,0.95,0.26006774771792235
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P08,Robotic surgery,0.5311816937804751,0.36107245440432917,0.3569556877737696,0.43760439504226933,0.692256341789052,0.9297366847739735,-0.0,0.026507210758624788,1.0,0.1292410928390183,0.23355535846486647,0.95,0.85,0.29747755494272216
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P09,Personalized medicine,0.5527018376718313,0.3556136884438028,0.3652197517419432,0.5003818027989491,0.6734913793103449,0.9148550265052143,-0.0,0.033970452249725634,1.0,0.08043751909031642,0.2852548044755215,0.95,0.65,0.2938360381814467
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P10,Electronic health records,0.621763831447471,0.4222556071252144,0.4008494768587797,0.5096013062353184,0.6020524515393386,0.9181410574913337,-0.0,0.03083072292706071,1.0,0.08423754355122413,0.25603030289393286,0.7,1.0,0.27245251284986
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P11,Clinical trials,0.5593274912477414,0.3629868093852273,0.3638061155085413,0.48939096829974926,0.6694237661979597,0.899701931871398,-0.0,0.03825732012962311,1.0,0.07958056797737789,0.2666989727695168,1.0,1.0,0.28074310474089637
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P12,Ethics,0.5179804845886667,0.33975242918152093,0.32769668433729665,0.4755069853964311,0.6821705426356589,0.8761284985034347,0.06626601619188213,0.043174090514097034,1.0,0.17741556530166774,0.22978969089290371,1.0,0.7,0.32458757467241034
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P13,Medical imaging,0.5543428450003165,0.3715153966568136,0.37871456214412763,0.48808163442199043,0.6576223776223776,0.9138707405793438,0.06626601619188213,0.033494155227721596,1.0,0.09480273074496737,0.2553967217874841,0.5,1.0,0.3084850912905212
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P14,Elderly care,0.6566393482570569,0.4264610373963411,0.37718664279195163,0.5335344073973487,0.5654194179505991,0.9259627109974465,-0.0,0.029160599168041992,1.0,0.07764258648728978,0.3307491219071321,1.0,1.0,0.24804633081971464
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P15,Pandemic response,0.5645250921798529,0.373631049776907,0.344982070881907,0.48558903221578714,0.6543309198176455,0.8947402657384504,-0.0,0.04089390448668128,1.0,0.0784764681620383,0.2839436095000153,0.8,0.8,0.2957866695586811
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P16,Medical education,0.5445009254399567,0.3666925841321494,0.34582822973459815,0.4655105930188438,0.6737263880938752,0.8871740575857162,-0.0,0.04450937404247518,1.0,0.16770144594249906,0.20993236121708014,0.9,0.85,0.3064639745027011
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P17,Billing and insurance,0.6262239609555456,0.40805679054051536,0.3898772056995572,0.5331255890857753,0.6053077357425184,0.9393109974786844,-0.0,0.024207223313033443,1.0,0.107540341623985,0.30789025676742326,0.9,1.0,0.2589917569709375
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P18,Rare diseases,0.6920399519060669,0.46647870374532907,0.4275345760323817,0.5887377912962537,0.5161546610169492,0.9260366550792798,-0.0,0.029230739302309683,1.0,0.06907197277883009,0.3651117101138773,1.0,1.0,0.2285315498270857
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P19,Preventive care,0.6804601103436095,0.47263204666885517,0.41990148787535275,0.5678679400401521,0.5308472717301892,0.9362525622590102,-0.0,0.025061775688904303,1.0,0.07379908074364563,0.3631672472367613,1.0,1.0,0.23070403650040938
Qwen/Qwen2.5-14B-Instruct,14.0,qwen2.5,P20,Regulatory challenges,0.5456878926766027,0.3585637140226577,0.371351401844126,0.5134067757213842,0.6764072593048293,0.9331607650049132,-0.0,0.026024805301559168,1.0,0.12207563425875476,0.2576214499167815,1.0,0.75,0.2885476294370998
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P01,General overview,0.5358601225460091,0.3625410014280219,0.3057277218138908,0.4607161898977019,0.6847031295700498,0.8958819784588038,-0.0,0.041886782252118115,1.0,0.13069730674642457,0.1929577263318951,0.65,0.75,0.3230124286615565
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P02,Medical diagnostics,0.5463688631535757,0.3473944871423932,0.3477414282578466,0.4391495091861875,0.6699056873392398,0.9056533650968068,-0.0,0.03730686595928508,1.0,0.12958349209757522,0.20758534051746555,0.85,0.85,0.30628079193307417
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P03,Drug discovery,0.5316104521777484,0.33429284998495035,0.3412706443769698,0.5163680049463399,0.6864877371587228,0.9025663195303755,-0.0,0.03910507263861771,1.0,0.08285634100433038,0.24743619632541755,1.0,0.7,0.2996386038264309
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P04,Patient data privacy,0.5309619485041577,0.34340823552119576,0.3286678283696836,0.45660215814087185,0.6739513570673247,0.9230290906918783,-0.0,0.03037789326377611,1.0,0.12594611547807524,0.22573854073104357,0.6,0.5,0.3281891826263796
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P05,Rural healthcare access,0.5513449895520267,0.35570503427166666,0.35242560516937843,0.5129031129754209,0.6570977087174085,0.8931884902615234,0.06626601619188213,0.04200628365252655,1.0,0.09696514384787035,0.23422465967674186,0.55,0.6,0.32907106788495094
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P06,Mental health,0.6088205644843812,0.42313259887078725,0.37825359383866786,0.560695061976463,0.6050955414012739,0.9224877551499524,-0.0,0.030008380902770165,1.0,0.13676778927847785,0.239992275274488,0.5,1.0,0.28350462236468066
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P07,Cost reduction,0.5848175161523143,0.3600076685305637,0.3590023395423399,0.5066837409459719,0.6409672830725462,0.9178474392351973,-0.0,0.03188981339168223,1.0,0.08986178900322525,0.2407361779895608,0.75,0.6,0.3017554369336378
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P08,Robotic surgery,0.5401967034312545,0.3944294776956463,0.34795154692006797,0.42036863085621146,0.6717171717171717,0.9455702787790387,-0.0,0.021045593469428178,1.0,0.11709363198367054,0.21995371821411416,0.5,0.85,0.3104944011202323
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P09,Personalized medicine,0.5176081065551712,0.3584354090720361,0.3612521046003153,0.47352228679113495,0.6976889444097439,0.9267926792867976,-0.0,0.028946339753155702,1.0,0.12075337596689949,0.234985045117386,0.95,0.95,0.2924903583025025
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P10,Electronic health records,0.5361374314773945,0.3672892485025811,0.35479792804829,0.47269330743705046,0.6731946144430845,0.9140081774994853,-0.0,0.033220165554275954,1.0,0.134917199241442,0.22636518769152691,0.9,0.9,0.29662896528180344
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P11,Clinical trials,0.5260560369936054,0.37367672132671537,0.32701351737438616,0.4630338952160859,0.7032533683864607,0.9211799211739008,-0.0,0.030872462846456904,1.0,0.1606928510979093,0.22349920602237655,0.5,0.9,0.31790189052057793
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P12,Ethics,0.5118054869309421,0.3297161109788551,0.32841760803489944,0.4441013177243676,0.715439577508543,0.9180525663928888,-0.0,0.031901923727340985,1.0,0.16147914492855425,0.2348443507433932,0.55,0.65,0.33241134505013903
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P13,Medical imaging,0.5389137977785742,0.36422758673423883,0.33107410559623646,0.42174955647959156,0.6748350612629594,0.915805867303335,-0.0,0.03272413467342904,1.0,0.1531270119094418,0.18057723946473547,1.0,0.65,0.3119374333442212
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P14,Elderly care,0.5249763558039127,0.343634795147578,0.32667881483217587,0.463110023406911,0.6948559116617291,0.9126192572711233,-0.0,0.034367194057981824,1.0,0.11891862537116835,0.21616759531024965,0.55,0.95,0.31539495209796886
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P15,Pandemic response,0.559996316535052,0.3806462435002619,0.3403515083066219,0.4581559454459555,0.6624161073825503,0.9221933644926663,-0.0,0.030418333565382528,1.0,0.1322967614030917,0.22711669043485722,0.9,0.45,0.3111922194440847
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P16,Medical education,0.4733964143276501,0.34721530220953534,0.33301618251409515,0.40925478289798184,0.7295440349781387,0.8990510284113085,-0.0,0.03841098313764293,1.0,0.15433212874224073,0.17434251130725942,0.65,0.75,0.33641229539796724
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P17,Billing and insurance,0.5624625524951624,0.3715808708064541,0.3485598504180733,0.47343868312288007,0.6646243147371815,0.9206114749610157,-0.0,0.030574173754628037,1.0,0.1211268246616722,0.2195032210968,0.6,0.9,0.304205017858025
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P18,Rare diseases,0.5842006481465879,0.372390354429558,0.3600740573500147,0.5250721442852764,0.6318480642804967,0.9030323459278804,0.06626601619188213,0.03857511092317858,1.0,0.10767530031025935,0.2510554178324672,0.9,0.7,0.30174104671062835
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P19,Preventive care,0.5854181709388904,0.376487186619732,0.3432669932888911,0.47928973620689524,0.6368467670504872,0.9087830126364647,-0.0,0.036322138711038364,1.0,0.13475829532003905,0.24251734350724063,0.65,0.95,0.29729011129277527
