model,params_B,family,prompt_id,angle,self_bleu,rouge_l,jaccard,tfidf_cosine,unique_ngram_ratio,embedding_cosine,semantic_entropy,vendi_score,template_adherence,response_length_cv,key_point_consistency,confidence_consistency,timeline_consistency,stochasticity_index
Qwen/Qwen2.5-3B-Instruct,3.0,qwen2.5,P20,Regulatory challenges,0.46951351558171683,0.3190763893648078,0.31803700079692393,0.44689950137329293,0.7331563226020578,0.9225680762675925,-0.0,0.03047141957709642,1.0,0.09875728408081255,0.2235897182393277,0.55,0.75,0.33124792784452567
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P01,General overview,0.7118624271842156,0.45113160164156757,0.40252291862272854,0.5669422071855923,0.5162976629766297,0.9290700914284409,-0.0,0.027693785180782197,1.0,0.08184548413391177,0.27024753148376873,0.95,1.0,0.23994992288333822
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P02,Medical diagnostics,0.7168434856846901,0.44358876649880885,0.42744616207130415,0.5613176864298751,0.4973277074542897,0.916739288421572,-0.0,0.031193530949590646,1.0,0.08412438958581715,0.3258035704132097,1.0,1.0,0.23383331801985296
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P03,Drug discovery,0.6759151921524538,0.4510796934250789,0.41139931284080905,0.6107828866525695,0.5327673122844255,0.9364004735430698,-0.0,0.02500597384504262,1.0,0.08633701070760297,0.3230152338943255,1.0,1.0,0.23410941178962233
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P04,Patient data privacy,0.7121522937516814,0.4500009911202933,0.41072561241520333,0.527252074932795,0.5219568567026194,0.9461113145102082,-0.0,0.020817086250080743,1.0,0.06442197205303302,0.29477882664114935,0.95,1.0,0.23700324739806405
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P05,Rural healthcare access,0.742192612701177,0.5057329369537404,0.4635266842528058,0.6070983975179904,0.46020558002936857,0.9327140448083708,-0.0,0.025488730922093906,1.0,0.08995394953965372,0.3326112811971615,0.75,1.0,0.2261262620548785
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P06,Mental health,0.6567184933120527,0.40206309168309357,0.368875729108546,0.5534223739208497,0.5674173735010237,0.9201302262764807,-0.0,0.030847569642695177,1.0,0.09117600825824504,0.2616833692900296,0.6,1.0,0.2717949592534252
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P07,Cost reduction,0.7560690610640942,0.5027504111323876,0.47629872637927206,0.6204820963608111,0.4562076083751106,0.9363879740911782,-0.0,0.024569243120350512,1.0,0.07958928852961324,0.3409448660449406,1.0,1.0,0.21120836793967387
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P08,Robotic surgery,0.7109975929725996,0.4829738535240751,0.42529172068993293,0.5188323674402312,0.5057959814528593,0.9556545573393306,-0.0,0.01680031952168402,1.0,0.0840465999534854,0.35153454791604005,0.8,1.0,0.23490030803888054
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P09,Personalized medicine,0.7294126039493702,0.49150102444876925,0.44838335568371823,0.6020705566167306,0.4799757281553398,0.9394396674138946,-0.0,0.023665472637456598,1.0,0.07739820179809441,0.32886466120943914,1.0,1.0,0.2194628231932002
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P10,Electronic health records,0.7393131496484975,0.5145310271359821,0.43895814502628644,0.5489401072503894,0.48453261600537995,0.9385979803748425,-0.0,0.023040976208211876,1.0,0.10009456212917982,0.2575757751589555,1.0,1.0,0.22762766544763727
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P11,Clinical trials,0.7087233332863572,0.44103695631991285,0.40853098705761937,0.5733480769869502,0.5317299333526514,0.9271429915951923,-0.0,0.028291045703330308,1.0,0.07025715075521564,0.31419291071734196,1.0,1.0,0.2354935432242929
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P12,Ethics,0.7197287717795816,0.43549507295373646,0.3853398216021009,0.5362680543598908,0.5251141552511416,0.9346352985584169,-0.0,0.024162373289714184,1.0,0.1487868888831436,0.305211977419069,1.0,1.0,0.24275304984657575
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P13,Medical imaging,0.7128118427898485,0.45984694470243426,0.41688157609156645,0.5453821699020955,0.5087235996326905,0.922582432557634,-0.0,0.029574671848089713,1.0,0.11268318118644975,0.2237251826623397,1.0,1.0,0.24335658126961462
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P14,Elderly care,0.7923242524573068,0.5369603026952785,0.45685696213679533,0.6103926728678873,0.4113455741298986,0.931502924883046,-0.0,0.025363997893269773,1.0,0.05343169484315146,0.4322320008446341,1.0,1.0,0.19737626522964036
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P15,Pandemic response,0.6928807180075821,0.4417226836864921,0.38611859896421175,0.5301877230990103,0.5344773790951638,0.9132736526826378,-0.0,0.032697513599151684,1.0,0.06846296659980271,0.30832730092498195,1.0,1.0,0.24415831988389308
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P16,Medical education,0.704402770027457,0.46233704804500725,0.40283208503401213,0.5103672143351988,0.5213798059647862,0.9165805939898862,-0.0,0.0313679848324201,1.0,0.08140141231545786,0.267917429099576,1.0,1.0,0.243994790402461
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P17,Billing and insurance,0.7301213442866115,0.49861579319715565,0.43813023313540994,0.5652450733032742,0.490009826400262,0.9261252987063253,-0.0,0.028524658301584665,1.0,0.06701472728344689,0.2618352758110218,1.0,1.0,0.22877266630050627
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P18,Rare diseases,0.7782249932292494,0.4793273162988729,0.4424695244978005,0.6237422738204117,0.4395027624309392,0.9433855616527248,-0.0,0.021739420028860396,1.0,0.05836014894440967,0.3498009184466132,0.75,1.0,0.219154846862398
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P19,Preventive care,0.7785387741673461,0.5258224165232877,0.45387102782842936,0.6222726149394399,0.4302600472813239,0.9405770887987546,-0.0,0.022665794666512085,1.0,0.0936196637139009,0.393186660781431,1.0,1.0,0.20375471901065223
Qwen/Qwen2.5-72B-Instruct,72.0,qwen2.5,P20,Regulatory challenges,0.6801554174872335,0.45310412198491506,0.41335628948023406,0.5238809017699136,0.5395051875498803,0.9287166761286011,-0.0,0.026055437267897632,1.0,0.1169778278629848,0.2747658770375095,0.6,1.0,0.2620493853529781
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P01,General overview,0.662820459586496,0.4549756998899891,0.39217563244301884,0.5666931560595623,0.5568676196395277,0.934337531166038,-0.0,0.02579018287509549,1.0,0.09775849580286396,0.27335765078823776,1.0,0.75,0.25523145257752716
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P02,Medical diagnostics,0.6289341845441635,0.3948036263491109,0.38076189051400783,0.48643281136560096,0.6077715044835603,0.919783604669252,-0.0,0.030493193975448613,1.0,0.12378652322074682,0.25269856950948816,1.0,0.6,0.2836208158950754
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P03,Drug discovery,0.6182176906630719,0.4195959690461783,0.36124601583147303,0.5220381869635625,0.606401384083045,0.9173650405851725,-0.0,0.03196879824046053,1.0,0.14248228737167315,0.22213991525415472,1.0,0.85,0.27521294654683315
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P04,Patient data privacy,0.5799320162305308,0.38307413923782335,0.3613537673053462,0.49329962626272217,0.6412399860675723,0.9129694038326411,-0.0,0.032965513427435415,1.0,0.14107982082703838,0.22166170122202752,1.0,0.8,0.28828582203844183
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P05,Rural healthcare access,0.6506396204261111,0.44559796925723383,0.3959295057681699,0.5067675691652336,0.5713800135961931,0.8862511114276074,0.2297063792343546,0.041016011920081856,1.0,0.2012723000491508,0.24706041390266945,1.0,0.65,0.31565793958689226
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P06,Mental health,0.6488684728485148,0.43856191909105063,0.37709606529778933,0.5191541922973051,0.5684033613445378,0.905135149141776,-0.0,0.03549590406234828,1.0,0.1605926284893957,0.25345089068714677,0.85,0.95,0.2705382170939199
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P07,Cost reduction,0.6337953477543684,0.43428932463056,0.38838827401773174,0.5028125638380107,0.5916282135794331,0.9067245885227574,-0.0,0.03417847402780507,1.0,0.1341603594515961,0.22455079814468618,1.0,0.55,0.28401663376020536
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P08,Robotic surgery,0.5993500683251259,0.4225249786718478,0.39197927725114456,0.5026186645469216,0.6093687971417229,0.9479293882660775,-0.0,0.020280995818228374,1.0,0.082062235610679,0.2873162733336402,0.9,0.9,0.2651977467981405
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P09,Personalized medicine,0.6095707944073874,0.40750575257366667,0.3683366558189931,0.5210532643910094,0.6066854108091222,0.9173623355900711,-0.0,0.031784754906543,1.0,0.09959362194835014,0.25349120956557825,1.0,0.95,0.2678456643462801
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P10,Electronic health records,0.6872414950308673,0.4998108974624511,0.4630279872047758,0.5351844749794044,0.5217541436464088,0.9352526523761164,-0.0,0.024435947046212676,1.0,0.12953032558607647,0.28492230987527906,1.0,0.9,0.23954434779272735
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P11,Clinical trials,0.6008636301095607,0.4243552906986893,0.36491598359723987,0.49260394896638904,0.6268714011516314,0.9269003816041449,-0.0,0.027228600640449338,1.0,0.1419752510414896,0.24200340022945674,1.0,0.8,0.27835547982925124
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P12,Ethics,0.6130127510783854,0.39728667124140643,0.3555248787341692,0.5010352844416922,0.6269602936269603,0.926688711323234,-0.0,0.026924196559309607,1.0,0.165801815434616,0.2926636024210091,1.0,0.8,0.27725602550563583
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P13,Medical imaging,0.6627911516463939,0.45358892229527314,0.4340446696299577,0.540743545397028,0.556537753222836,0.9099220987361365,-0.0,0.0340397658655959,1.0,0.13033449286563253,0.29522895863813714,1.0,0.85,0.25439285086648306
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P14,Elderly care,0.6734060476182899,0.4557460971138756,0.3904966370215844,0.527379147019762,0.5481004901960784,0.9354945195474369,-0.0,0.025298975607634066,1.0,0.09918654808316028,0.3540723007028788,1.0,0.95,0.24279011414682966
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P15,Pandemic response,0.6353348113439893,0.43850606691762145,0.3836630823261459,0.4894612488770313,0.5882744836775483,0.9088270649974821,-0.0,0.03550723159356512,1.0,0.16287254911558668,0.30858621269414527,1.0,0.75,0.27234384792985
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P16,Medical education,0.6739042644187491,0.4796791188005234,0.4228995848816712,0.5189109799580112,0.5397704788286506,0.9190285586139458,0.06626601619188213,0.030872359664960516,0.9,0.129850729354247,0.23724581506770412,1.0,0.9444444444444444,0.26644679874708055
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P17,Billing and insurance,0.6382566787361446,0.4493125862241609,0.4027989885756856,0.5082569097587684,0.5814977973568282,0.9273933797375598,-0.0,0.027167515757014312,1.0,0.13703615479349546,0.24983547330943243,1.0,0.9,0.26169353437602594
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P18,Rare diseases,0.6609689057165566,0.4112349418588092,0.3710674587731081,0.5122359212179376,0.5666035353535354,0.9085107661314376,-0.0,0.033228532932139475,1.0,0.17071195741139883,0.22230408268128507,0.9,0.8,0.2784862472623786
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P19,Preventive care,0.6728986747143725,0.44955723446718393,0.397829766467654,0.5287790782346898,0.556454221934649,0.913439593913543,-0.0,0.0324495274855855,1.0,0.1490335848139984,0.333054089143019,1.0,1.0,0.24896607606651835
Qwen/Qwen2.5-7B-Instruct,7.0,qwen2.5,P20,Regulatory challenges,0.5656459355900079,0.39735211266879733,0.3773282447151574,0.5371262174104915,0.6407629812787001,0.9262454589693881,-0.0,0.0275322146754889,1.0,0.12822463415542817,0.21723962332183852,1.0,1.0,0.27376404495065426
google/gemma-2-2b-it,2.0,gemma2,P01,General overview,0.6356358952826365,0.4078060502213137,0.36611442058777455,0.5805883986414102,0.5987158908507223,0.9144196557454124,-0.0,0.03296079290456486,1.0,0.09722343057227102,0.3017688375252028,1.0,0.55,0.2737538314591035
google/gemma-2-2b-it,2.0,gemma2,P02,Medical diagnostics,0.6349709246138716,0.4067736645357705,0.3857270066830315,0.6089982091050582,0.5782885753299954,0.916310564947449,-0.0,0.03276027537058266,1.0,0.06508257612894691,0.32496657619968405,1.0,0.65,0.261720732014208
google/gemma-2-2b-it,2.0,gemma2,P03,Drug discovery,0.6689056486255132,0.4232615429695657,0.40344722899197294,0.6410189644180034,0.5451786131216437,0.907089338609487,-0.0,0.03614084042370248,1.0,0.0729956585989321,0.3357710699058546,1.0,0.45,0.26103393684902515
google/gemma-2-2b-it,2.0,gemma2,P04,Patient data privacy,0.636526908775094,0.41456075203414344,0.39462950046889916,0.6608819412954539,0.5589383294301327,0.9467982483750671,-0.0,0.0210543306510978,0.95,0.09084845249863731,0.308133537333978,0.9473684210526315,0.5263157894736842,0.2631673988833499
google/gemma-2-2b-it,2.0,gemma2,P05,Rural healthcare access,0.664546634935227,0.4497582013252838,0.41914455784607285,0.6526997525300002,0.5400803972570347,0.930211085694765,-0.0,0.02751204979936217,1.0,0.06621754422762695,0.3067707319516857,0.7,0.75,0.2551645746505852
google/gemma-2-2b-it,2.0,gemma2,P06,Mental health,0.6229424413914035,0.42241279567164486,0.3784823920372101,0.612419422624245,0.587335092348285,0.9317658408733905,-0.0,0.026698787292371268,1.0,0.10516252685765995,0.32720059688029274,0.7,0.65,0.27418004745250985
google/gemma-2-2b-it,2.0,gemma2,P07,Cost reduction,0.6176111350769145,0.3989637114839297,0.37641208760501793,0.608291692876448,0.6123107470836436,0.9265087114444426,-0.0,0.028595032208438054,1.0,0.057943330704546527,0.2969636709783862,0.9,0.65,0.2703756630153702
google/gemma-2-2b-it,2.0,gemma2,P08,Robotic surgery,0.5704114157577443,0.3871756742315003,0.3698703693767107,0.5661125264959164,0.6428955866523143,0.9395398223382313,-0.0,0.02299171940209852,1.0,0.1399030643742172,0.3007113595511804,0.9,0.5,0.2895095630607299
google/gemma-2-2b-it,2.0,gemma2,P09,Personalized medicine,0.6181564570095074,0.4194864284420109,0.39707537478783367,0.6027318764152768,0.6094986807387863,0.932382096854131,-0.0,0.026638642316449114,1.0,0.08636455044452052,0.3169231745039389,1.0,0.55,0.2668891298969546
google/gemma-2-2b-it,2.0,gemma2,P10,Electronic health records,0.6281106453610636,0.4045440155088463,0.3866992852760613,0.5884462515352551,0.592094196804037,0.9127940457204592,-0.0,0.03243921679340813,1.0,0.09777359350614484,0.28450028891733864,1.0,0.6,0.27182996806563636
google/gemma-2-2b-it,2.0,gemma2,P11,Clinical trials,0.6156046177241775,0.3981217543596041,0.38765433586129894,0.5745731360717733,0.6062483167250202,0.920506000728087,-0.0,0.03133637517653553,1.0,0.050107134690803856,0.322952497346272,1.0,0.55,0.2706189613772422
google/gemma-2-2b-it,2.0,gemma2,P12,Ethics,0.6126822549324833,0.3765803109807427,0.37114490855398174,0.6226108273835358,0.6052369077306733,0.9354397161834601,-0.0,0.025442830740056665,0.95,0.08315270730224701,0.3136012050146607,0.7368421052631579,0.8421052631578947,0.2719749939814566
google/gemma-2-2b-it,2.0,gemma2,P13,Medical imaging,0.6067847793224053,0.3954344940740352,0.367892415052316,0.5568799330983302,0.6005941128814475,0.908566040687905,-0.0,0.03554531690251861,1.0,0.12761083597393907,0.2547322977147635,1.0,0.45,0.2893343999414699
google/gemma-2-2b-it,2.0,gemma2,P14,Elderly care,0.6479019006804061,0.4570700811671307,0.4043522161541237,0.5989725990689738,0.571284888106613,0.9363931615510438,-0.0,0.02409826378196759,1.0,0.069077479854876,0.33396292171155073,0.8,0.55,0.26378560204185825
google/gemma-2-2b-it,2.0,gemma2,P15,Pandemic response,0.5641463382560353,0.3930753176679423,0.3657356145208299,0.5892398664571984,0.6442419995328195,0.9017494762261077,-0.0,0.03889843968704134,1.0,0.10505795290855337,0.3159568765530456,1.0,0.8,0.2753695597065113
google/gemma-2-2b-it,2.0,gemma2,P16,Medical education,0.615827170919818,0.4231971159201044,0.3781420586854948,0.610229850732316,0.6023643202579259,0.923595811414969,-0.0,0.02920287678816691,1.0,0.1472345724860438,0.27267771907215566,1.0,0.5,0.2773291203111915
google/gemma-2-2b-it,2.0,gemma2,P17,Billing and insurance,0.6394833969544769,0.4338369900555756,0.399736372467673,0.6135891435821507,0.5750328515111696,0.9283138880220739,-0.0,0.027425955681077197,1.0,0.06811142364857126,0.32810377416786835,1.0,0.65,0.2556279077847994
google/gemma-2-2b-it,2.0,gemma2,P18,Rare diseases,0.6823812614024135,0.4138067389874837,0.41656314007635614,0.6431126846357792,0.5308791474933398,0.9152262051932082,-0.0,0.032652833091361265,1.0,0.10106974660704579,0.3283371535630739,1.0,0.65,0.25154270711853616
google/gemma-2-2b-it,2.0,gemma2,P19,Preventive care,0.6685761780681628,0.454823624509985,0.40803749714496634,0.6271719006094674,0.5596309111880046,0.9266328488972595,-0.0,0.027892762229176738,1.0,0.06008921015109892,0.37099977247077154,0.9,0.65,0.2495020828403332
google/gemma-2-2b-it,2.0,gemma2,P20,Regulatory challenges,0.5875020308159427,0.3870779673847228,0.38366882309050254,0.6165480835465947,0.6306610407876231,0.9207812376734903,-0.0,0.03025099823606719,0.9,0.13375222281811383,0.311110078527116,0.6111111111111112,0.9444444444444444,0.28335798505516663
google/gemma-2-9b-it,9.0,gemma2,P01,General overview,0.8542274909754444,0.570644658492855,0.4856832291882811,0.6789261282739577,0.3371345029239766,0.9362467285528432,-0.0,0.023640221694551815,0.95,0.05778446484784712,0.45332417261451163,0.8421052631578947,1.0,0.18482432837152252
google/gemma-2-9b-it,9.0,gemma2,P02,Medical diagnostics,0.826626828044119,0.5769160063876345,0.5161745161766121,0.6900080591234241,0.348806010195868,0.9409362621013876,-0.0,0.02192821995316557,1.0,0.0833199265246137,0.42623597302999394,0.85,1.0,0.18463470494589548
google/gemma-2-9b-it,9.0,gemma2,P03,Drug discovery,0.8223187303937151,0.5247003648154709,0.48429474200117795,0.6855043497918174,0.38455517871119227,0.930269168169721,-0.0,0.02594031221641309,1.0,0.05313925818387716,0.4303050057001853,1.0,1.0,0.18716265641873522
google/gemma-2-9b-it,9.0,gemma2,P04,Patient data privacy,0.7942635796123296,0.5117170514503702,0.4514975686546545,0.6453494154417966,0.39574201628052597,0.950889681839136,-0.0,0.019006744203445416,0.95,0.07249901491232315,0.3747797384064012,1.0,0.631578947368421,0.21579020376121477
google/gemma-2-9b-it,9.0,gemma2,P05,Rural healthcare access,0.8190031864589787,0.539791926365563,0.4800985527773089,0.6445636054006069,0.3899154400250548,0.9313479439815152,0.06626601619188213,0.025900715931327742,1.0,0.11970161565846969,0.34550756569140617,1.0,1.0,0.2094505362588987
google/gemma-2-9b-it,9.0,gemma2,P06,Mental health,0.8083617456604906,0.5642911460899755,0.4883368101289751,0.6186347391230687,0.3895048041389505,0.9505337293523649,-0.0,0.018883704837687462,1.0,0.08202256775038133,0.2911209472447523,1.0,1.0,0.19837497622543251
google/gemma-2-9b-it,9.0,gemma2,P07,Cost reduction,0.8466565712955356,0.525246206162053,0.4595253765758297,0.6348477811429545,0.36884978820462694,0.9241348239849405,-0.0,0.027587520611256192,1.0,0.11712275295226787,0.3169841135790289,0.85,1.0,0.20785206515693538
google/gemma-2-9b-it,9.0,gemma2,P08,Robotic surgery,0.7623121433426404,0.5116993851203155,0.4409136049504066,0.5959236764322324,0.4557522123893805,0.9668942765047944,-0.0,0.012815370732989731,1.0,0.08174375407306679,0.3503472461671397,0.75,1.0,0.21867637768420284
google/gemma-2-9b-it,9.0,gemma2,P09,Personalized medicine,0.7911888297733916,0.5280950159261873,0.46217164987363263,0.6468488913260863,0.4093789607097592,0.946772213918352,-0.0,0.019980677646688486,1.0,0.10642162231404642,0.3782683236702154,0.65,1.0,0.21376294267646778
google/gemma-2-9b-it,9.0,gemma2,P10,Electronic health records,0.793268795102975,0.5367502147506943,0.46469266048090885,0.5722517037340511,0.41126966703256496,0.9289738457544846,-0.0,0.026298036090835936,1.0,0.10079511760891513,0.27660428011273597,0.95,1.0,0.21554883073341682
google/gemma-2-9b-it,9.0,gemma2,P11,Clinical trials,0.8050414898724838,0.5795985827165938,0.5238549989777506,0.6706384064988007,0.38053630611630007,0.9339409353199059,-0.0,0.024439532116507588,1.0,0.07367162435472334,0.40248814467146377,0.8,1.0,0.1931574096254235
google/gemma-2-9b-it,9.0,gemma2,P12,Ethics,0.8250339317140488,0.5414867506936552,0.4742243597145537,0.6574549334862445,0.3739708676377454,0.9424564663309994,-0.0,0.021456442683362213,0.9,0.10434640657236498,0.35826105683143106,1.0,1.0,0.19889203835569208
google/gemma-2-9b-it,9.0,gemma2,P13,Medical imaging,0.7760929998154424,0.4635800172183904,0.46515392843170555,0.5845410926542635,0.44344592500774715,0.9354376811557278,-0.0,0.023448537590137524,0.95,0.12620488678796607,0.27959716238117194,1.0,1.0,0.22459076727627633
google/gemma-2-9b-it,9.0,gemma2,P14,Elderly care,0.8206815247269151,0.5628473458590717,0.5076591774806021,0.6304015805974746,0.3850645359557468,0.9536239276951377,-0.0,0.01772663749808963,0.95,0.09613432831943657,0.4484217784662568,0.7894736842105263,1.0,0.1951304138554043
google/gemma-2-9b-it,9.0,gemma2,P15,Pandemic response,0.7643254499412812,0.4992175227450294,0.44162302397978226,0.6104003132687512,0.45260306951549806,0.9030139951463603,-0.0,0.03619007732007098,0.95,0.09122484935856191,0.3511753023191978,0.9473684210526315,1.0,0.22337238432615555
google/gemma-2-9b-it,9.0,gemma2,P16,Medical education,0.8023284336211924,0.6116360368632525,0.5110955328448615,0.6743147329431485,0.3757641136281913,0.9626154508146194,-0.0,0.014528104933776688,0.9,0.085761506340723,0.3819647053752184,1.0,1.0,0.18599287816487084
google/gemma-2-9b-it,9.0,gemma2,P17,Billing and insurance,0.7997283838202807,0.5499380226029413,0.4792696110437098,0.610489757511838,0.3994509265614276,0.9415324003253116,-0.0,0.021589892038751366,0.9,0.12920697975357098,0.31923637783239656,0.5555555555555556,1.0,0.2270802616184817
google/gemma-2-9b-it,9.0,gemma2,P18,Rare diseases,0.8148056668027959,0.5733716426407675,0.5251608328959267,0.6923094481839787,0.366099740559239,0.9512074214349061,-0.0,0.018623596326127822,1.0,0.08992358062007735,0.35081614255103166,1.0,1.0,0.18428752317988403
google/gemma-2-9b-it,9.0,gemma2,P19,Preventive care,0.7998004938838714,0.5092295605787838,0.4400527239052114,0.6342525601561372,0.40978506787330315,0.9218400945444032,-0.0,0.028552954603115986,1.0,0.07987419574003082,0.33637294020770103,0.95,1.0,0.21005029931952685
google/gemma-2-9b-it,9.0,gemma2,P20,Regulatory challenges,0.7669416293827156,0.49038333299328013,0.4511142239338676,0.6273508360166632,0.43815201192250375,0.956412063442549,-0.0,0.016631660648433612,0.95,0.05741505352464236,0.3220902530924489,1.0,1.0,0.21078252076859866
meta-llama/Llama-3.1-70B-Instruct,70.0,llama3,P01,General overview,0.7025046565340023,0.3987404611529994,0.37469954699472807,0.6238788259406189,0.5039227519613759,0.8693179686431255,-0.0,0.05113790260257571,1.0,0.06700891684021136,0.3258778931662964,1.0,1.0,0.2451506654588087
